"DURATION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.9",""
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","10.3",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","13.8",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.3",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.0",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.8",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","6.4",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","11.9",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","5.2",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","6.0",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","3.3",""
"From 1 to 149 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0.9",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","21.0",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.6",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.4",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","19.0",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","17.2",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","33.1",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","27.3",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.2",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","26.9",""
"From 1 to 149 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","14.9",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","16.6",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","21.3",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","24.7",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","22.3",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","19.4",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","24.9",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","22.9",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","27.8",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","28.9",""
"From 1 to 149 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","14.7",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","12.8",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.5",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.6",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","21.7",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","20.7",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.6",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.8",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","23.8",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","24.7",""
"From 1 to 149 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","20.6","u"
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.7",""
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","19.1",""
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.7",""
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","25.1",""
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","15.8",""
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","20.0",""
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.1",""
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","26.5",""
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","21.6",""
"From 1 to 149 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","18.3","u"
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.4",""
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.6",""
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.5",""
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","18.9",""
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","14.9",""
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","26.9",""
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","29.8",""
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","30.0",""
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","20.8",""
"From 1 to 149 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","15.5",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","10.7",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.1",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","10.8",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.7",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.9",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","9.6",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","7.1",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","12.1",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","12.2",""
"From 1 to 149 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","16.6",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","11.3",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.2",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","22.0",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","16.8",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.5",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","13.3",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.5",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","19.7",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","17.6",""
"From 1 to 149 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.4",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.8",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.1",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.0",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.2",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","3.7",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","7.0",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","5.8",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","3.8",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","2.0",""
"From 1 to 149 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","1.0",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","14.3",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.2",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","15.6",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","18.8",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","20.6",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","15.3",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","21.4",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","11.3",""
"From 150 to 299 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.4",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.6",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","6.8",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","3.7",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","1.0",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.5",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","4.3",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","4.0",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","1.2",""
"From 150 to 299 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0.4",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.1",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","23.4",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.6",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.7",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.1",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","24.5",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.0",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","17.5",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","10.2",""
"From 150 to 299 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.6",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","21.0",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.1",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","20.6",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.4",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","16.5",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","24.5",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","28.0",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.0",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","27.9",""
"From 150 to 299 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","21.6","u"
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","20.7",""
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","23.5",""
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","21.4",""
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","21.5",""
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","17.4",""
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","26.6",""
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.8",""
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","22.6",""
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","25.4",""
"From 150 to 299 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","16.4",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","13.7",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","17.2",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","15.2",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.8",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.0",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.2",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.4",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","12.3",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.5",""
"From 150 to 299 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.6",""
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.3",""
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.5","u"
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","19.3",""
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.7",""
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.6","u"
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","16.4",""
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","19.6",""
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","18.2",""
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","12.3",""
"From 150 to 299 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","5.0","u"
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.9",""
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","14.5",""
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.5",""
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","5.9",""
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","2.4",""
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.6",""
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.3",""
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","7.7",""
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","6.9",""
"From 150 to 299 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","1.2",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.5",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.0",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.0",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.3",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","8.5",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.2",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","14.5",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","13.9",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","12.1",""
"From 150 to 299 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","7.1",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","21.1",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.7",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.3",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","14.4",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","9.8",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.4",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","9.7",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","9.6",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","13.7",""
"From 150 to 299 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","7.2",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.9",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.3",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","10.2",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.2",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","4.0",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","15.5",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","6.3",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","8.5",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","7.8",""
"From 150 to 299 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.6",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.0",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","14.9",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.8",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.1",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.1",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.1",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","11.4",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","9.9",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","7.6",""
"From 150 to 299 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.1",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.3",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.3",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","18.3",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","16.2",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","15.4",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.0",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","12.3",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","15.7",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.7",""
"From 150 to 299 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","8.0",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","20.6",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.8",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","13.4",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","9.5",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","7.8",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","15.8",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","16.9",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","11.7",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.8",""
"From 150 to 299 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","4.0",""
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.8",""
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.2",""
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","13.1",""
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","7.6",""
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","1.9",""
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.3",""
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","9.3",""
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","10.3",""
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","6.4",""
