"FREQUENC","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.6",""
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","31.4",""
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","34.1",""
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","44.5",""
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","38.4",""
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.2",""
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","19.5",""
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","23.7",""
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","33.2",""
"Every week","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","26.6",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","3.1",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.0",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","6.7",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.1",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","1.8",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","0.3",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","0.8",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","0.5",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0.1",""
"Every week","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0.1",""
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.7","u"
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","21.3","u"
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","16.5","u"
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","14.8","u"
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","11.0","u"
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","31.0","u"
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","34.3","u"
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","24.0","u"
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","25.8",""
"Every month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.9","u"
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.5",""
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","34.6",""
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","31.1",""
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","22.0",""
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","23.1",""
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","16.8",""
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","36.6",""
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","31.5",""
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","25.3",""
"Every month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","15.4",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.5",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","27.3",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","22.4",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","16.5",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","14.2",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","41.4",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","41.7",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","34.4",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","30.8",""
"Every month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","22.5",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","39.2",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","32.1",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","29.8",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","18.2",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.7",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","47.0",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","39.3",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","33.4",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","23.1",""
"Every month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","20.9",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","30.8",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.8",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.2",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.3",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","16.4",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","37.9",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","33.7",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","28.6",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","26.3",""
"Every month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","25.7",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.6",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","38.4",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","32.2",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","30.5",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","28.7",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.7",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","36.9",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","36.3",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","31.3",""
"Every month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","10.4",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","31.5",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","34.7",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","30.0",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","19.6",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","15.6",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","37.2",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","39.7",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","30.4",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","22.5",""
"Every month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","17.5",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","31.4",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","34.5",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","29.4",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","26.3",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","18.8",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","30.8",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","35.8",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","31.8",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","24.4",""
"Every month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","11.8",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","27.0",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.4",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","21.0",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","14.4",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","9.5",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","29.5",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.9",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","23.1",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","17.1",""
"Every month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.3",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","35.5",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","33.9",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","23.9",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","20.7",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","14.2",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","24.5",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","21.9",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","18.7",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.7",""
"Every month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.3",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.5",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.1",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","23.6",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","20.8",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.0",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","26.2",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","28.8",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","24.6",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","19.3",""
"Every month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","11.1",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","28.4",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","35.0",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","35.1",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","26.3",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","20.2",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.0",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.6",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","21.8",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.9",""
"Every month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","10.0",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","34.9",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","45.1",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","42.5",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","39.5",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","27.5",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","33.3",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","37.7",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","39.0",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","32.1",""
"Every month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","11.1",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","34.3",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.2",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","46.2",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","47.5",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","29.4",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","31.7",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","47.5",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","49.4",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","39.2",""
"Every month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.0",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","34.2",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.6",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.8",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","16.6",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.8",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","33.5",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.5",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","25.5",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","21.4",""
"Every month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","20.1",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","33.5",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","30.4",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","30.3",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.4",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","15.0",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.8",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.5",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","21.9",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","20.0",""
"Every month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.0",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.0",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","35.7",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","28.4",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","22.4",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","20.7",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","34.4",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","32.8",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","28.2",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","22.1",""
"Every month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","15.0",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","39.9",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","34.5",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","29.6",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.9",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","19.8",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","44.3",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","35.3",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","39.0",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","35.0",""
"Every month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","28.1",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","33.2",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","39.0",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","37.5",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","35.3",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","23.8",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","21.8",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.1",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.0",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","24.6",""
"Every month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","10.4",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","26.6",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","26.5",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","15.3",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.7",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.8",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","27.4",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","24.4",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","21.4",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","13.2",""
"Every month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","5.7",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","24.3",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","35.8",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","35.1",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","32.2",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","27.9",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.2",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","27.5",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","29.6",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","26.4",""
"Every month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","14.0",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","37.0",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","28.1",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","29.3",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","19.3",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.3",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","36.9",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","35.2",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","29.6",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","25.6",""
"Every month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","19.5",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","36.0",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","39.4",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","37.0",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","29.3",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","23.9",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","28.7",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.6",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.5",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","27.0",""
"Every month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","14.3",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","40.0",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","32.4",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","24.5",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.8",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","25.1",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","39.6",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","38.4",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","36.4",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","28.5",""
"Every month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","24.0",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","30.5",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","38.3",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","31.7",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","24.1",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","19.8",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","29.6",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","32.0",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","28.5",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","25.2",""
"Every month","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","22.0",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.9",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","21.9",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.6",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","12.4",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","11.3",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","24.6",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","24.7",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","19.9",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.8",""
"Every month","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","11.8",""
