"N_PORTION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","63.7",""
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","66.9",""
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","56.4",""
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","57.6",""
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","57.8",""
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","60.9",""
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","68.9",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","30.2",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","32.7",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","28.1",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","28.1",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","29.4",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","36.0",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","35.7",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.9",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","32.2",""
"From 1 to 4 portions","Romania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","31.9",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","48.0",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","51.1",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","53.4",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","63.8",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","79.5",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","58.7",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","62.2",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","67.5",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","72.2",""
"From 1 to 4 portions","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","80.8",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","39.1",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","35.0",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","38.7",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","38.4",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","38.3",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","45.4",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","49.0",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","46.8",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","47.6",""
"From 1 to 4 portions","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","45.0",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","31.4",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","38.0",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","35.8",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","42.9",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","50.7",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.8",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","43.9",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.2",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","50.8",""
"From 1 to 4 portions","Finland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","55.6",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","44.7",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","40.2",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","46.5",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","49.5",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","59.0",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","52.7",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","56.2",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","59.4",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","61.6",""
"From 1 to 4 portions","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","65.5",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","46.5",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","47.5",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","47.0",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","46.7",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","50.8",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","39.6",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","42.0",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","45.5",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","42.8",""
"From 1 to 4 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","46.8",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","46.3",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","53.8",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","46.6",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","52.6",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","57.5",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","46.7",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","58.0",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","58.8",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","62.4",""
"From 1 to 4 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","64.1",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","47.8",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","51.0",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","53.3",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","56.9",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","73.2",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","53.7",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","61.5",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","64.8",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","72.1",""
"From 1 to 4 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","80.4",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","56.4",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","60.4",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","62.4",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","64.3",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","62.0",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","62.1",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","65.4",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","64.3",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","69.0",""
"From 1 to 4 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","63.4",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","10.0",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","8.2",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","11.0",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.6",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","12.2",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","6.5",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","11.5",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.2",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.9",""
"5 portions or more","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","15.5",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","4.8",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.2",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","3.1",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","2.5",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","4.2",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","5.6",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","5.3",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","4.5",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","5.1",""
"5 portions or more","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","4.3",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","7.3",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","7.7",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","7.7",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","5.0",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","6.9",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.1",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","11.4",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","13.0",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","12.1",""
"5 portions or more","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","7.7",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.6",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.3",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","18.7",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.0",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","17.9",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","28.7",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","34.7",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","39.5",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","35.5",""
"5 portions or more","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","28.9",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","8.7",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","5.9",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","4.5",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","4.6",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","8.7",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.2",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.2",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","13.8",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","13.3",""
"5 portions or more","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","14.2",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","12.9",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.2",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","13.5",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","13.8",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","11.9",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.7",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","21.3",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","22.0",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","25.0",""
"5 portions or more","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","15.6",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.4",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","23.9",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","23.4",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.0",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","19.0",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","26.8",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","35.4",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","41.0",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","38.0",""
"5 portions or more","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","29.8",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","8.9",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","5.6",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","5.3",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","9.0",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","7.6",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","6.1",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","6.7",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","7.6",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","11.1",""
"5 portions or more","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","6.3",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","5.5",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.5",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.1",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","12.3",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","14.9",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","5.2",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","12.1",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","13.1",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","17.3",""
"5 portions or more","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","17.4",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","7.4",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.8",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","8.3",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","12.6",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","21.1",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","11.5",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.1",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.8",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","20.4",""
"5 portions or more","France","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","23.4",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","4.7",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","5.7",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","7.3",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.1",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","6.4",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","5.9",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","8.5",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","9.2",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","8.6",""
"5 portions or more","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","6.3",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","7.4",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","5.9",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","7.0",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.0",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.6",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.6",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","10.4",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","11.3",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.8",""
"5 portions or more","Italy","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","16.2",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","10.2",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","10.5",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","14.2",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.0",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","23.8",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","13.3",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","14.8",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.3",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","20.3",""
"5 portions or more","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","18.6",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","10.0",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","7.5",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","8.5",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.7",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.4",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","13.8",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","14.8",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","13.2",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.0",""
"5 portions or more","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.2",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","14.4",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.2",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","10.5",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.8",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.6",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.3",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.5",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.6",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","18.0",""
"5 portions or more","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","12.9",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","14.0",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","10.0",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.6",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.4",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.8",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.9",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.3",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.3",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","19.6",""
"5 portions or more","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","20.0",""
