"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","23.2",""
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","74.5",""
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","71.4",""
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","64.8",""
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","38.3",""
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","25.0",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","66.0",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","45.0",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","36.2",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","27.7",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","35.2",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","69.8",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","64.7",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","57.9",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","42.6",""
"Normal","Finland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","38.2",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","70.0",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","57.7",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","38.3",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","32.6",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","42.0",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","73.4",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","66.8",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","55.8",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","47.4",""
"Normal","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","43.5",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","65.2",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","48.4",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","38.1",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","29.0",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","38.9",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","63.9",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","51.4",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","46.3",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","40.8",""
"Normal","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","40.8",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","62.1",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","38.5",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","26.2",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","24.5",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","33.4",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","70.7",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","52.3",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","53.3",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","43.9",""
"Normal","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","37.8",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","67.0",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","50.8",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","35.3",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","30.7",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","42.4",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","68.9",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","66.7",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","60.3",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","51.8",""
"Normal","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","47.5",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","69.2",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","48.5",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","33.4",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","28.7",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","41.9",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","64.8",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","56.3",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","34.4",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","18.9",""
"Normal","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","30.3",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.7",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","41.0",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","54.1",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","65.8",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","65.6",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","15.6",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","36.9",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","35.4",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","46.6",""
"Overweight","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","54.5",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","26.1",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","48.7",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","66.5",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","72.7",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","65.2",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.1",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.7",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","33.5",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","57.0",""
"Overweight","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","63.8",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","21.1",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","45.6",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","68.5",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","80.6",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","73.0",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.5",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.1",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","39.2",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","59.4",""
"Overweight","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","70.8",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","21.6",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","40.2",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","54.2",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","66.3",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","63.6",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.9",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","34.8",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","43.8",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","44.8",""
"Overweight","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","44.8",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.2",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","44.4",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","60.2",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","69.4",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","70.5",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.5",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.1",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","38.7",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","47.9",""
"Overweight","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","58.0",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","24.9",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","44.4",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","61.1",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","67.4",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","64.3",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.9",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","27.8",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","39.5",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","62.0",""
"Overweight","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","69.0",""
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","34.7","u"
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.3","u"
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","66.8",""
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","71.3",""
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","66.4",""
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","28.5","u"
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","45.1","u"
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","45.0",""
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","53.6",""
"Overweight","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","52.6",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","35.0",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.7",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","68.7",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","74.1",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","71.7",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","9.2",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","28.7",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","38.0",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","57.4",""
"Overweight","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","65.8",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.2",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","46.3",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","59.6",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","69.5",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","73.4",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.1",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.1",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","34.4",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","49.6",""
"Overweight","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","66.2",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.0",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","40.6",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","49.2",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","61.9",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","67.8",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","16.7",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.5",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","36.6",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","45.8",""
"Overweight","France","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","53.2",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","28.1",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","52.2",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","69.4",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","81.1",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","73.4",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.9",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.6",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","38.9",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","57.9",""
"Overweight","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","67.3",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.8",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","40.4",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","52.6",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","61.5",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","63.8",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","11.5",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.6",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","25.6",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","39.7",""
"Overweight","Italy","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","52.5",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.3",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","47.0",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","61.9",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","72.1",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","72.3",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","16.4",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.9",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","27.5",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","51.6",""
"Overweight","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","64.0",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","24.6",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","50.5",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","62.0",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","67.5",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","67.3",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","13.1",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.8",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","40.9",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","67.4",""
"Overweight","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","76.6",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","20.5",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","45.5",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","58.5",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","70.8",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","68.0",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","9.6",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.4",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","44.0",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","66.6",""
"Overweight","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","73.1",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.7",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","44.8",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","57.4",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","65.8",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","67.4",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","15.2",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","27.5",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","37.1",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","46.1",""
"Overweight","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","54.0",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.5",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","49.6",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","64.6",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","75.2",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","72.1",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","13.3",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.2",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","38.2",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","61.3",""
"Overweight","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","65.0",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","37.7",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","61.7",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","72.2",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","74.8",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","71.9",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","27.4",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","42.4",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","53.1",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","63.1",""
"Overweight","Malta","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","69.9","u"
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","16.3",""
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","36.6",""
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","55.1",""
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","65.0",""
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","63.8",""
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.3",""
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","35.1",""
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","43.9",""
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","51.2",""
"Overweight","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","54.8",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","26.9",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","46.2",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","55.2",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","65.9",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","64.7",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.3",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","26.2",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.1",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","45.2",""
"Overweight","Austria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","58.4",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.4",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.9",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","69.2",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","74.1",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","72.8",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.7",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","24.4",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","37.7",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","58.8",""
"Overweight","Poland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","68.1",""
