"LEVELS","GEO","SEX","AGE","ISCED11","TIME","UNIT","Value","Flag and Footnotes"
"None or minimum","Iceland","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","58.8",""
"None or minimum","Iceland","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","66.1",""
"None or minimum","Iceland","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","72.4",""
"None or minimum","Iceland","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","80.3",""
"None or minimum","Iceland","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","82.6",""
"None or minimum","Iceland","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","40.7",""
"None or minimum","Iceland","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","54.2",""
"None or minimum","Iceland","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","63.8",""
"None or minimum","Iceland","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","67.2",""
"None or minimum","Iceland","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","70.7",""
"None or minimum","Norway","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","77.3",""
"None or minimum","Norway","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","79.6",""
"None or minimum","Norway","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","81.3",""
"None or minimum","Norway","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","85.0",""
"None or minimum","Norway","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","88.5",""
"None or minimum","Norway","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","61.5",""
"None or minimum","Norway","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","73.3",""
"None or minimum","Norway","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","76.0",""
"None or minimum","Norway","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","77.6",""
"None or minimum","Norway","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","81.9",""
"None or minimum","Turkey","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","80.6",""
"None or minimum","Turkey","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","79.8",""
"None or minimum","Turkey","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","79.4",""
"None or minimum","Turkey","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","78.1",""
"None or minimum","Turkey","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","67.8",""
"None or minimum","Turkey","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","72.8",""
"None or minimum","Turkey","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","68.0",""
"None or minimum","Turkey","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","64.9",""
"None or minimum","Turkey","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","56.8",""
"None or minimum","Turkey","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","47.5",""
"Moderate, moderately severe or severe","Bulgaria","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.6",""
"Moderate, moderately severe or severe","Bulgaria","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.5",""
"Moderate, moderately severe or severe","Bulgaria","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.9",""
"Moderate, moderately severe or severe","Bulgaria","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.7",""
"Moderate, moderately severe or severe","Bulgaria","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","13.7",""
"Moderate, moderately severe or severe","Bulgaria","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","3.8",""
"Moderate, moderately severe or severe","Bulgaria","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","2.2",""
"Moderate, moderately severe or severe","Bulgaria","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","2.5",""
"Moderate, moderately severe or severe","Bulgaria","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","6.9",""
"Moderate, moderately severe or severe","Bulgaria","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","17.7",""
"Moderate, moderately severe or severe","Czechia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0",""
"Moderate, moderately severe or severe","Czechia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","0.5",""
"Moderate, moderately severe or severe","Czechia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.0",""
"Moderate, moderately severe or severe","Czechia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","1.7",""
"Moderate, moderately severe or severe","Czechia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","4.6",""
"Moderate, moderately severe or severe","Czechia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0",""
"Moderate, moderately severe or severe","Czechia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","0.9",""
"Moderate, moderately severe or severe","Czechia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","3.1",""
"Moderate, moderately severe or severe","Czechia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.8",""
"Moderate, moderately severe or severe","Czechia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","6.1",""
"Moderate, moderately severe or severe","Denmark","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","2.0",""
"Moderate, moderately severe or severe","Denmark","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","8.4",""
"Moderate, moderately severe or severe","Denmark","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.7",""
"Moderate, moderately severe or severe","Denmark","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.7",""
"Moderate, moderately severe or severe","Denmark","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","4.3",""
"Moderate, moderately severe or severe","Denmark","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","15.6",""
"Moderate, moderately severe or severe","Denmark","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","10.9",""
"Moderate, moderately severe or severe","Denmark","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","10.2",""
"Moderate, moderately severe or severe","Denmark","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","8.6",""
"Moderate, moderately severe or severe","Denmark","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","4.8",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","7.7",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","8.3",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","7.7",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","8.8",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","5.3",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","15.5",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","11.8",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","9.2",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","11.0",""
"Moderate, moderately severe or severe","Germany (until 1990 former territory of the FRG)","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","8.3",""
"Moderate, moderately severe or severe","Estonia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","2.4",""
"Moderate, moderately severe or severe","Estonia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.9",""
"Moderate, moderately severe or severe","Estonia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","3.5",""
"Moderate, moderately severe or severe","Estonia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","6.7",""
"Moderate, moderately severe or severe","Estonia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","5.4",""
"Moderate, moderately severe or severe","Estonia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","7.6",""
"Moderate, moderately severe or severe","Estonia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","4.4",""
"Moderate, moderately severe or severe","Estonia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.6",""
"Moderate, moderately severe or severe","Estonia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","7.5",""
"Moderate, moderately severe or severe","Estonia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","13.3",""
"Moderate, moderately severe or severe","Ireland","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","9.2",""
"Moderate, moderately severe or severe","Ireland","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","4.3",""
"Moderate, moderately severe or severe","Ireland","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.7",""
"Moderate, moderately severe or severe","Ireland","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","7.5",""
"Moderate, moderately severe or severe","Ireland","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","5.3",""
"Moderate, moderately severe or severe","Ireland","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","17.0",""
"Moderate, moderately severe or severe","Ireland","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","9.3",""
"Moderate, moderately severe or severe","Ireland","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","6.7",""
"Moderate, moderately severe or severe","Ireland","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","7.1",""
"Moderate, moderately severe or severe","Ireland","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","6.4","u"
"Moderate, moderately severe or severe","Greece","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.2",""
"Moderate, moderately severe or severe","Greece","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.4",""
"Moderate, moderately severe or severe","Greece","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.5",""
"Moderate, moderately severe or severe","Greece","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","2.1",""
"Moderate, moderately severe or severe","Greece","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","4.2",""
"Moderate, moderately severe or severe","Greece","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.4",""
"Moderate, moderately severe or severe","Greece","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.9",""
"Moderate, moderately severe or severe","Greece","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.8",""
"Moderate, moderately severe or severe","Greece","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.6",""
"Moderate, moderately severe or severe","Greece","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","9.0",""
"Moderate, moderately severe or severe","Spain","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.9",""
"Moderate, moderately severe or severe","Spain","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.4",""
"Moderate, moderately severe or severe","Spain","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","2.7",""
"Moderate, moderately severe or severe","Spain","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.5",""
"Moderate, moderately severe or severe","Spain","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","3.2",""
"Moderate, moderately severe or severe","Spain","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","2.2",""
"Moderate, moderately severe or severe","Spain","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.9",""
"Moderate, moderately severe or severe","Spain","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.2",""
"Moderate, moderately severe or severe","Spain","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","8.8",""
"Moderate, moderately severe or severe","Spain","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","10.5",""
"Moderate, moderately severe or severe","France","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","2.9",""
"Moderate, moderately severe or severe","France","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.8",""
"Moderate, moderately severe or severe","France","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.7",""
"Moderate, moderately severe or severe","France","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.2",""
"Moderate, moderately severe or severe","France","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","7.1",""
"Moderate, moderately severe or severe","France","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","6.1",""
"Moderate, moderately severe or severe","France","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","4.9",""
"Moderate, moderately severe or severe","France","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","6.4",""
"Moderate, moderately severe or severe","France","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","10.5",""
"Moderate, moderately severe or severe","France","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","14.2",""
"Moderate, moderately severe or severe","Croatia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0",""
"Moderate, moderately severe or severe","Croatia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.3",""
"Moderate, moderately severe or severe","Croatia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.2",""
"Moderate, moderately severe or severe","Croatia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.1",""
"Moderate, moderately severe or severe","Croatia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","6.7",""
"Moderate, moderately severe or severe","Croatia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.4",""
"Moderate, moderately severe or severe","Croatia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","0.3",""
"Moderate, moderately severe or severe","Croatia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.3",""
"Moderate, moderately severe or severe","Croatia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.1",""
"Moderate, moderately severe or severe","Croatia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","7.7",""
"Moderate, moderately severe or severe","Italy","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.0",""
"Moderate, moderately severe or severe","Italy","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","0.7",""
"Moderate, moderately severe or severe","Italy","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","2.0",""
"Moderate, moderately severe or severe","Italy","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","2.5",""
"Moderate, moderately severe or severe","Italy","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","5.1",""
"Moderate, moderately severe or severe","Italy","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.2",""
"Moderate, moderately severe or severe","Italy","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.6",""
"Moderate, moderately severe or severe","Italy","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.9",""
"Moderate, moderately severe or severe","Italy","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.2",""
"Moderate, moderately severe or severe","Italy","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","10.5",""
"Moderate, moderately severe or severe","Cyprus","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.4",""
"Moderate, moderately severe or severe","Cyprus","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.5",""
"Moderate, moderately severe or severe","Cyprus","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","2.9",""
"Moderate, moderately severe or severe","Cyprus","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","2.5",""
"Moderate, moderately severe or severe","Cyprus","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","5.6",""
"Moderate, moderately severe or severe","Cyprus","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.2",""
"Moderate, moderately severe or severe","Cyprus","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.4",""
"Moderate, moderately severe or severe","Cyprus","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","0.9",""
"Moderate, moderately severe or severe","Cyprus","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","5.3",""
"Moderate, moderately severe or severe","Cyprus","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","12.6",""
"Moderate, moderately severe or severe","Latvia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.6",""
"Moderate, moderately severe or severe","Latvia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","2.8",""
"Moderate, moderately severe or severe","Latvia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.4",""
"Moderate, moderately severe or severe","Latvia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.1",""
"Moderate, moderately severe or severe","Latvia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","5.9",""
"Moderate, moderately severe or severe","Latvia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","5.2",""
"Moderate, moderately severe or severe","Latvia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.1",""
"Moderate, moderately severe or severe","Latvia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.0",""
"Moderate, moderately severe or severe","Latvia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","6.1",""
"Moderate, moderately severe or severe","Latvia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","8.0",""
"Moderate, moderately severe or severe","Lithuania","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.6",""
"Moderate, moderately severe or severe","Lithuania","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","0",""
"Moderate, moderately severe or severe","Lithuania","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.1",""
"Moderate, moderately severe or severe","Lithuania","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","2.1",""
"Moderate, moderately severe or severe","Lithuania","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","4.9",""
"Moderate, moderately severe or severe","Lithuania","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.3",""
"Moderate, moderately severe or severe","Lithuania","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.9",""
"Moderate, moderately severe or severe","Lithuania","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","2.4",""
"Moderate, moderately severe or severe","Lithuania","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.7",""
"Moderate, moderately severe or severe","Lithuania","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","8.7",""
"Moderate, moderately severe or severe","Luxembourg","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","7.0",""
"Moderate, moderately severe or severe","Luxembourg","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","10.0",""
"Moderate, moderately severe or severe","Luxembourg","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","7.4",""
"Moderate, moderately severe or severe","Luxembourg","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","9.0",""
"Moderate, moderately severe or severe","Luxembourg","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","6.1",""
"Moderate, moderately severe or severe","Luxembourg","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","16.0",""
"Moderate, moderately severe or severe","Luxembourg","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","12.3",""
"Moderate, moderately severe or severe","Luxembourg","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","11.2",""
"Moderate, moderately severe or severe","Luxembourg","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","9.7",""
"Moderate, moderately severe or severe","Luxembourg","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","9.6",""
"Moderate, moderately severe or severe","Hungary","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.4",""
"Moderate, moderately severe or severe","Hungary","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","2.6",""
"Moderate, moderately severe or severe","Hungary","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","2.7",""
"Moderate, moderately severe or severe","Hungary","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","7.8",""
"Moderate, moderately severe or severe","Hungary","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","13.3",""
"Moderate, moderately severe or severe","Hungary","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","3.9",""
"Moderate, moderately severe or severe","Hungary","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.4",""
"Moderate, moderately severe or severe","Hungary","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.3",""
"Moderate, moderately severe or severe","Hungary","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","10.9",""
"Moderate, moderately severe or severe","Hungary","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","18.5",""
"Moderate, moderately severe or severe","Malta","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.7",""
"Moderate, moderately severe or severe","Malta","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","0.4",""
"Moderate, moderately severe or severe","Malta","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","2.3",""
"Moderate, moderately severe or severe","Malta","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.5",""
"Moderate, moderately severe or severe","Malta","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","1.7",""
"Moderate, moderately severe or severe","Malta","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","5.3",""
"Moderate, moderately severe or severe","Malta","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","2.3",""
"Moderate, moderately severe or severe","Malta","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","2.2",""
"Moderate, moderately severe or severe","Malta","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.5",""
"Moderate, moderately severe or severe","Malta","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","6.7",""
"Moderate, moderately severe or severe","Austria","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.9",""
"Moderate, moderately severe or severe","Austria","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","2.2",""
"Moderate, moderately severe or severe","Austria","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","4.6",""
"Moderate, moderately severe or severe","Austria","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.8",""
"Moderate, moderately severe or severe","Austria","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","3.9",""
"Moderate, moderately severe or severe","Austria","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","4.9",""
"Moderate, moderately severe or severe","Austria","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","5.1",""
"Moderate, moderately severe or severe","Austria","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.3",""
"Moderate, moderately severe or severe","Austria","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","5.7",""
"Moderate, moderately severe or severe","Austria","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","4.4",""
"Moderate, moderately severe or severe","Poland","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.8",""
"Moderate, moderately severe or severe","Poland","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.6",""
"Moderate, moderately severe or severe","Poland","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.4",""
"Moderate, moderately severe or severe","Poland","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.8",""
"Moderate, moderately severe or severe","Poland","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","8.0",""
"Moderate, moderately severe or severe","Poland","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.9",""
"Moderate, moderately severe or severe","Poland","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.1",""
"Moderate, moderately severe or severe","Poland","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","3.4",""
"Moderate, moderately severe or severe","Poland","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.8",""
"Moderate, moderately severe or severe","Poland","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","11.5",""
"Moderate, moderately severe or severe","Portugal","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.5",""
"Moderate, moderately severe or severe","Portugal","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.7",""
"Moderate, moderately severe or severe","Portugal","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","2.4",""
"Moderate, moderately severe or severe","Portugal","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","6.6",""
"Moderate, moderately severe or severe","Portugal","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","7.1",""
"Moderate, moderately severe or severe","Portugal","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","3.8",""
"Moderate, moderately severe or severe","Portugal","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","8.2",""
"Moderate, moderately severe or severe","Portugal","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","9.2",""
"Moderate, moderately severe or severe","Portugal","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","14.8",""
"Moderate, moderately severe or severe","Portugal","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","20.9",""
"Moderate, moderately severe or severe","Romania","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.1",""
"Moderate, moderately severe or severe","Romania","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.7",""
"Moderate, moderately severe or severe","Romania","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.7",""
"Moderate, moderately severe or severe","Romania","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","2.9",""
"Moderate, moderately severe or severe","Romania","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","12.4",""
"Moderate, moderately severe or severe","Romania","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","1.2",""
"Moderate, moderately severe or severe","Romania","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","0.8",""
"Moderate, moderately severe or severe","Romania","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.1",""
