"LEVELS","GEO","UNIT","ISCED11","TIME","SEX","AGE","Value","Flag and Footnotes"
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","24.3",""
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","34.8",""
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","44.9",""
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","33.0",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","37.0",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","31.1",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","28.0",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","33.1",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","33.9",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","43.8",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","31.9",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","34.0",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","33.9",""
"Mild or very mild","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","26.2",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","10.1",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","18.3",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","19.0",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","28.3",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","32.3",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","11.5",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","20.8",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","26.6",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","29.7",""
"Mild or very mild","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","28.7",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","47.9",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","46.4",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","47.2",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","40.6",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","44.8",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","49.9",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","49.9",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","47.0",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","44.5",""
"Mild or very mild","Finland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","42.2",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","27.5",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","35.7",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","32.5",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","35.5",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","29.7",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","34.4",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","40.2",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","33.9",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","33.1",""
"Mild or very mild","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","25.1",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","23.4",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","24.5",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","29.4",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","30.6",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","37.7",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","19.5",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","24.3",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","31.1",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","33.4",""
"Mild or very mild","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","35.3",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","45.5",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","35.6",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","38.6",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","34.7",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","31.5",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","40.6",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","32.0",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","37.9",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","35.3",""
"Mild or very mild","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","27.7",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","18.6",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","18.3",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","16.9",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","13.1",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","11.1",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","24.8",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","19.6",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","21.9",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","15.9",""
"Mild or very mild","Norway","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","13.6",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","17.7",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","24.3",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","23.7",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","23.9",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","25.0",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","22.5",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","25.9",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","25.1",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","26.2",""
"Mild or very mild","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","23.7",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","1.7",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","4.4",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","8.0",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","10.2",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","9.7",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","6.9",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","9.1",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","8.7",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","15.8",""
"Severe or very severe","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","17.8",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","0",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","1.3",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","1.7",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","3.8",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","10.3",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","2.2",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","1.8",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","0.9",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","5.1",""
"Severe or very severe","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","15.4",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","0.7",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","2.4",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","2.7",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","3.7",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","7.6",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","1.2",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","2.3",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","3.1",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","6.7",""
"Severe or very severe","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","11.0",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","1.6",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","4.3",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","6.5",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","8.6",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","7.2",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","7.8",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","5.1",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","11.1",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","11.1",""
"Severe or very severe","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","9.1",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","3.1",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","4.4",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","5.7",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","8.9",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","10.7",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","6.6",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","8.3",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","7.9",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","11.3",""
"Severe or very severe","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","17.4",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","4.2",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","7.1",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","8.1",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","11.6",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","10.5",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","7.1",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","8.6",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","11.9",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","13.4",""
"Severe or very severe","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","16.8",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","2.3",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","2.5",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","3.0",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","6.0",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","7.1",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","4.9",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","3.1",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","4.6",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","7.0",""
"Severe or very severe","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","10.7",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","1.0",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","5.7",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","4.1",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","5.1",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","9.3",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","2.2",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","5.9",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","9.6",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","12.9",""
"Severe or very severe","Greece","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","23.2",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","1.3",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","4.4",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","3.3",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","5.6",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","6.9",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","3.0",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","6.5",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","7.8",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","11.3",""
"Severe or very severe","Spain","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","18.6",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","2.1",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","4.9",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","5.1",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","5.9",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","9.3",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","2.6",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","4.0",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","5.6",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","10.5",""
"Severe or very severe","France","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","20.1",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","0.5",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","1.1",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","3.3",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","8.0",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","12.1",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","1.6",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","2.5",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","5.9",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","9.1",""
"Severe or very severe","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","19.7",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","2.2",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","3.9",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","4.4",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","6.9",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","10.1",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","3.9",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","5.6",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","7.3",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","12.0",""
"Severe or very severe","Italy","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","20.2",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","3.2",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","3.6",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","6.0",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","7.5",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","14.3",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","2.9",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","7.5",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","7.1",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","14.9",""
"Severe or very severe","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","26.4",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","1.9",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","1.8",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","3.1",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","3.5",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","6.0",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","3.4",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","2.0",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","2.4",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","6.7",""
"Severe or very severe","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","9.3",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","2.6",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","1.2",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","3.9",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","7.4",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","11.5",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","4.0",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","6.3",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","7.0",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","12.5",""
"Severe or very severe","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","23.0",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","1.6",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","3.6",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","6.0",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","9.6",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","9.6",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","6.2",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","5.4",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","8.2",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","11.1",""
"Severe or very severe","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","14.1",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","3.4",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","2.4",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","5.6",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","7.8",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","12.8",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","3.3",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","3.4",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","5.9",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","12.2",""
"Severe or very severe","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","21.1",""
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","2.6",""
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","3.5",""
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","3.9",""
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","6.0",""
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","7.6",""
