"ISCO08","GEO","UNIT","DURATION","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Specialist medical practitioners","Belgium","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Belgium","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Belgium","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Belgium","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Belgium","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Belgium","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","33.6",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","26.7",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","33.2",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","43.6",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","58.1",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","39.5",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","59.5",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","56.8",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","57.8",""
"Specialist medical practitioners","Belgium","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","55.2",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","50.6",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","58.8",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","55.4",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","50.7",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","39.2",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","47.5",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","34.1",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","37.9",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","39.0",""
"Specialist medical practitioners","Belgium","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","41.6",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.7",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","14.5",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","11.4",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","5.7",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","2.6",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","13.0",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","6.4",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","5.4",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","3.1",""
"Specialist medical practitioners","Belgium","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","3.2",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Bulgaria","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","13.7",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.6",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.2",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","24.1",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","31.3",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.7",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","39.2",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","44.8",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","42.0",""
"Specialist medical practitioners","Bulgaria","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","32.7",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","52.3",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","55.9",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","57.7",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","60.8",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","58.1",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.4",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","42.2",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","43.8",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","48.6",""
"Specialist medical practitioners","Bulgaria","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","57.5",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","34.0",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","27.5",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.1",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","15.1",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","10.7",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","35.8",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.6",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","11.4",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.4",""
"Specialist medical practitioners","Bulgaria","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","9.8",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Czechia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","35.6",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","35.8",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","38.2",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","56.4",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","70.8",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","65.9",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","77.0",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","73.8",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","75.6",""
"Specialist medical practitioners","Czechia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","75.6",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","44.6",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","47.4",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","45.1",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","37.7",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","25.8",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.1",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.9",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","22.5",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","22.3",""
"Specialist medical practitioners","Czechia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","22.4",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.8",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.8",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","16.7",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","5.9",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","3.4",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","9.1",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","5.1",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","3.7",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","2.1",""
"Specialist medical practitioners","Czechia","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","1.9",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Denmark","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.6",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.2",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","27.6",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","33.8",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","40.7",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","31.6",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","38.1",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.8",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","39.5",""
"Specialist medical practitioners","Denmark","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","46.0",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","41.6",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","57.5",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","60.7",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","51.8",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","40.2",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.3",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","44.7",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","47.3",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","49.8",""
"Specialist medical practitioners","Denmark","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","34.9",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","38.8",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.3",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","11.7",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","14.4",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","19.1",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","30.1",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.2",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","9.9",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","10.7",""
"Specialist medical practitioners","Denmark","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","19.1",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Germany (until 1990 former territory of the FRG)","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","46.3",""
